PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;DIA;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24
1;59;8;30;01059008_30_59;2014;8;6;0.0;0.04;0.02;0.04;0.02;0.11;0.09;0.0;0.0;;0.05;0.0;0.02;0.0;0.02;0.12;0.03;0.0;0.0;0.0;0.0;0.04;0.0;0.12
1;59;8;30;01059008_30_59;2014;8;7;0.0;0.0;0.21;0.06;0.0;0.03;0.12;0.01;;0.06;0.04;0.12;0.09;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;8;8;;;;;;;0.07;;;;;;;;;;;;;;;;;0.06
1;59;8;30;01059008_30_59;2014;8;9;;;;0.11;;;;;;;;;;;;;;;0.1;;;;;
1;59;8;30;01059008_30_59;2014;8;10;;;0.15;0.1;;;;;0.4;0.38;0.57;;0.45;0.86;0.71;;;;;;;;;
1;59;8;30;01059008_30_59;2014;8;11;0.0;0.0;0.0;0.0;;0.12;0.0;0.0;0.0;0.0;0.05;0.01;0.07;0.0;0.02;0.0;0.07;0.02;0.19;0.0;0.0;0.0;0.02;0.03
1;59;8;30;01059008_30_59;2014;8;12;0.0;0.0;0.02;;0.04;0.0;0.0;0.02;0.0;0.0;0.25;0.11;0.13;0.0;0.0;0.0;0.05;0.03;0.0;0.14;0.0;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;8;13;0.0;0.0;;0.36;0.12;0.43;0.68;0.42;0.13;0.15;0.03;0.02;0.39;0.21;0.44;0.12;0.16;0.07;0.04;0.09;0.0;0.3;0.41;0.63
1;59;8;30;01059008_30_59;2014;8;14;0.44;;0.39;0.91;0.67;0.43;0.38;0.74;0.53;0.2;0.12;0.02;0.05;0.07;0.12;0.26;0.41;0.71;0.57;0.57;0.22;0.03;0.48;0.65
1;59;8;30;01059008_30_59;2014;8;15;;0.26;0.39;0.7;0.46;0.4;0.61;1.18;1.11;0.53;0.05;0.16;0.11;0.02;0.36;0.3;0.19;0.15;0.06;0.19;0.3;0.54;0.27;
1;59;8;30;01059008_30_59;2014;8;16;0.26;0.1;0.14;0.09;0.59;0.6;0.71;0.95;0.34;0.48;0.48;0.02;0.0;0.08;0.06;0.0;0.09;0.1;0.03;0.2;0.07;0.02;;0.06
1;59;8;30;01059008_30_59;2014;8;17;0.16;0.0;0.06;0.1;0.21;0.09;0.0;0.14;0.17;0.08;0.24;0.16;0.09;0.11;0.0;0.09;0.04;0.04;0.0;0.1;0.08;;0.16;0.11
1;59;8;30;01059008_30_59;2014;8;18;0.23;0.32;0.07;0.0;0.04;0.09;0.01;0.01;0.03;0.03;0.15;0.14;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.11;0.46;0.33
1;59;8;30;01059008_30_59;2014;8;19;0.76;0.92;0.23;0.29;0.39;0.46;0.25;0.91;1.1;0.4;0.5;0.23;0.22;0.22;0.63;0.22;0.07;0.09;0.03;;0.03;0.0;0.05;0.1
1;59;8;30;01059008_30_59;2014;8;20;0.15;0.09;0.0;0.0;0.09;0.01;0.05;0.03;0.0;0.02;0.0;0.21;0.23;0.01;0.1;0.25;0.44;0.46;;0.21;0.47;0.33;0.07;0.17
1;59;8;30;01059008_30_59;2014;8;21;0.43;0.39;0.11;0.1;0.51;0.31;0.09;0.03;0.12;0.11;0.03;0.45;0.05;0.04;0.18;0.57;0.07;;0.34;0.31;0.16;0.36;0.04;0.18
1;59;8;30;01059008_30_59;2014;8;22;0.1;0.02;0.13;0.15;0.12;0.51;0.54;0.58;0.6;0.19;0.15;0.02;0.02;0.0;0.02;0.02;;0.04;0.14;0.05;0.22;0.26;0.04;0.41
1;59;8;30;01059008_30_59;2014;8;23;0.47;0.47;0.3;0.18;0.08;0.03;0.04;0.06;0.03;0.03;0.02;0.1;0.14;0.3;0.01;;0.25;0.72;0.6;0.65;0.78;0.16;0.0;0.49
1;59;8;30;01059008_30_59;2014;8;24;0.66;0.48;0.29;0.15;0.24;0.49;0.22;0.44;0.44;0.28;0.5;0.53;0.39;0.06;;0.08;0.0;0.14;0.0;0.0;0.02;0.0;0.02;0.03
1;59;8;30;01059008_30_59;2014;8;25;0.26;0.74;0.41;0.02;0.03;0.04;0.18;0.26;0.21;0.11;0.02;0.26;0.21;;0.2;0.24;0.14;0.06;0.44;0.56;1.0;0.43;0.38;0.35
1;59;8;30;01059008_30_59;2014;8;26;0.48;0.12;0.0;0.0;0.09;0.14;0.27;0.11;0.22;0.01;0.03;0.03;;0.03;0.0;0.0;0.12;0.03;0.25;0.14;0.12;0.18;0.31;0.14
1;59;8;30;01059008_30_59;2014;8;27;0.15;0.15;0.14;0.11;0.09;0.14;0.03;0.06;0.09;0.03;0.0;;0.03;0.08;0.03;0.21;0.17;0.17;0.02;0.0;0.0;0.14;0.06;0.08
1;59;8;30;01059008_30_59;2014;8;28;0.0;0.06;0.1;0.28;0.08;0.22;0.26;0.0;0.06;0.2;;0.15;0.04;0.0;0.19;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;9;2;0.09;0.09;0.0;0.0;0.22;;0.15;0.08;0.48;0.32;0.04;0.09;0.39;0.15;0.26;0.19;0.23;0.13;0.02;0.12;0.0;0.0;0.04;0.09
1;59;8;30;01059008_30_59;2014;9;1;0.0;0.0;0.0;0.03;0.08;0.0;;0.32;0.02;0.0;0.0;0.0;0.0;0.0;0.05;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03
1;59;8;30;01059008_30_59;2014;8;31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.02;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.12;0.02;0.0;0.14;0.02;0.06;0.03;0.04
1;59;8;30;01059008_30_59;2014;8;30;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.07;;0.0;0.07;0.05;0.03;0.01;0.0;0.0;0.07;0.0;0.13;0.07;0.0;0.2;0.0;0.0
1;59;8;30;01059008_30_59;2014;8;29;0.09;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0;;0.02;0.0;0.09;0.0;0.0;0.11;0.05;0.08;0.11;0.03;0.0;0.0;0.02;0.11
1;59;8;30;01059008_30_59;2014;9;3;0.03;0.07;0.02;0.21;;0.19;0.08;0.18;0.07;0.18;1.03;;;0.33;0.14;0.07;0.04;0.2;0.96;0.65;0.06;0.16;0.0;0.08
1;59;8;30;01059008_30_59;2014;9;4;0.08;0.0;0.0;;0.02;0.0;0.04;0.04;0.0;0.35;0.47;0.16;0.21;0.06;0.4;0.07;0.0;0.0;0.0;0.07;0.02;0.0;0.08;0.06
1;59;8;30;01059008_30_59;2014;9;5;0.02;0.0;;0.12;0.05;0.07;0.0;0.27;0.34;0.09;0.04;0.21;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.09;0.05;0.0;0.0
1;59;8;30;01059008_30_59;2014;9;6;0.09;;0.03;0.31;0.22;0.05;0.14;1.65;0.17;0.06;0.21;0.3;0.27;0.49;0.79;0.54;0.29;0.0;0.14;0.0;0.07;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;9;7;;0.03;0.0;0.0;0.0;0.01;0.17;0.0;0.0;0.05;0.03;0.12;0.0;0.0;0.39;0.0;0.0;0.0;0.0;0.27;0.21;0.0;0.05;
1;59;8;30;01059008_30_59;2014;9;8;0.0;0.05;0.0;0.0;0.0;0.03;0.2;0.08;0.0;0.07;0.03;0.02;0.0;0.21;0.37;0.36;0.0;0.11;0.0;0.01;0.01;0.0;;0.02
1;59;8;30;01059008_30_59;2014;9;9;0.17;0.17;0.1;0.01;0.0;0.08;0.02;0.05;0.0;0.0;0.0;0.53;0.16;;;0.02;0.06;0.11;0.11;0.15;0.16;0.11;0.13;0.18
1;59;8;30;01059008_30_59;2014;9;10;0.21;0.18;0.2;0.23;0.21;0.25;0.65;0.72;0.38;0.18;0.11;0.02;;;0.09;0.07;0.2;0.11;0.08;0.2;0.25;0.22;0.11;0.1
1;59;8;30;01059008_30_59;2014;9;11;0.58;0.07;0.04;0.08;0.15;0.26;0.18;0.23;0.31;0.02;0.15;;;0.13;0.08;0.11;0.11;0.11;0.08;0.08;0.11;0.08;0.06;0.0
1;59;8;30;01059008_30_59;2014;9;15;0.02;0.07;0.02;0.07;0.08;0.18;0.15;;;0.19;0.04;;;0.1;0.0;0.02;0.0;0.0;0.04;0.11;0.09;0.1;0.06;0.04
1;59;8;30;01059008_30_59;2014;9;12;0.04;0.0;0.04;0.16;0.17;0.49;0.45;0.18;0.11;0.04;;;0.03;0.08;0.08;0.06;0.06;0.08;0.11;0.15;0.16;0.13;0.13;0.06
1;59;8;30;01059008_30_59;2014;9;13;0.06;0.13;0.16;0.26;0.23;0.28;0.33;0.23;0.35;;;0.24;0.11;0.02;0.0;0.0;0.06;0.08;0.06;0.18;0.18;0.35;0.16;0.18
1;59;8;30;01059008_30_59;2014;9;14;0.11;0.08;0.08;0.08;0.05;0.06;0.15;0.08;;;0.33;0.13;0.0;0.02;0.02;0.0;0.0;0.0;0.02;0.0;0.06;0.02;0.0;0.0
1;59;8;30;01059008_30_59;2014;9;16;0.04;0.02;0.08;0.18;0.18;0.25;;;0.03;0.0;0.42;0.84;0.17;0.22;0.15;0.0;0.0;0.33;0.06;0.08;0.21;0.13;0.01;0.07
1;59;8;30;01059008_30_59;2014;9;17;0.14;0.07;0.0;0.0;0.17;;;0.26;0.45;0.25;0.18;0.06;0.0;0.0;0.02;0.0;0.3;0.0;0.07;0.02;0.34;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;9;18;0.28;0.79;0.77;0.06;;;1.2;0.43;0.1;0.05;0.02;0.0;0.02;0.02;0.0;0.0;0.02;0.0;0.11;0.13;0.18;0.16;0.04;0.4
1;59;8;30;01059008_30_59;2014;9;19;0.43;0.12;0.2;;;0.25;1.68;1.29;1.45;0.14;0.0;0.08;0.01;0.04;0.13;0.01;0.0;0.04;0.0;0.08;0.09;0.04;0.07;0.04
1;59;8;30;01059008_30_59;2014;9;20;0.0;0.04;;;0.0;0.06;0.15;0.15;0.16;0.07;0.09;0.8;0.14;0.0;0.15;0.04;0.0;0.19;0.11;0.0;0.02;0.11;0.02;0.04
1;59;8;30;01059008_30_59;2014;9;21;0.0;;;0.0;0.0;0.0;0.06;0.2;0.19;0.04;0.0;0.04;0.25;0.07;0.05;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;9;22;;;0.0;0.0;0.02;0.0;0.04;0.18;0.08;0.04;0.0;0.0;0.02;0.13;0.11;0.0;0.04;0.08;0.13;0.04;0.0;0.0;0.0;
1;59;8;30;01059008_30_59;2014;9;23;;;;;;0.07;0.37;0.18;0.1;0.12;0.34;0.38;0.19;0.42;0.41;0.43;0.41;0.28;0.22;0.13;0.13;0.07;;
1;59;8;30;01059008_30_59;2014;9;24;0.11;0.02;0.05;0.1;0.32;0.52;0.85;0.62;0.31;0.1;0.06;0.09;0.18;0.11;0.15;0.15;0.18;0.08;0.06;0.13;0.08;;;0.11
1;59;8;30;01059008_30_59;2014;7;22;0.01;;0.04;0.09;0.22;0.02;0.07;0.0;0.01;0.01;0.0;;0.0;0.0;0.03;0.02;0.0;0.0;0.02;0.02;0.0;0.02;0.04;0.0
1;59;8;30;01059008_30_59;2014;7;23;;0.04;0.01;0.05;0.0;0.1;0.05;0.05;0.02;0.02;0.05;0.08;0.07;0.09;0.01;0.01;0.02;0.02;0.0;0.0;0.03;0.03;0.09;
1;59;8;30;01059008_30_59;2014;7;24;;0.0;0.0;0.0;0.33;0.4;0.32;0.1;0.0;0.06;0.07;0.02;0.0;0.0;0.0;0.0;0.04;0.02;0.0;0.0;0.0;0.0;;0.1
1;59;8;30;01059008_30_59;2014;7;25;0.08;0.0;0.04;0.12;0.02;0.18;0.11;0.0;0.08;0.11;0.07;0.07;0.01;0.02;0.14;0.06;0.02;0.0;0.0;0.0;0.06;;0.05;0.0
1;59;8;30;01059008_30_59;2014;7;26;0.0;0.04;0.0;0.0;0.0;0.0;0.12;0.0;0.13;0.12;0.01;0.08;0.14;0.05;0.0;0.02;0.0;0.0;0.02;0.1;;0.07;0.06;0.0
1;59;8;30;01059008_30_59;2014;7;27;0.0;0.09;0.0;0.0;0.15;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.02;0.05;0.0;0.0;0.0;0.02;0.0;;0.04;0.01;0.01;0.0
1;59;8;30;01059008_30_59;2014;7;28;0.0;0.12;0.03;0.0;0.02;0.0;0.0;0.03;0.17;0.1;0.01;0.05;0.01;0.0;0.0;0.03;0.01;0.03;;0.04;0.0;0.02;0.0;0.0
1;59;8;30;01059008_30_59;2014;7;29;0.0;0.05;0.18;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.02;0.0;0.07;;0.04;0.0;0.0;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;7;30;0.09;0.04;0.06;0.08;0.09;0.1;0.02;0.02;0.11;0.09;0.16;0.02;0.03;0.01;0.02;0.02;;0.18;0.05;0.01;0.02;0.0;0.07;0.01
1;59;8;30;01059008_30_59;2014;7;31;0.01;0.0;0.0;0.0;0.03;0.28;0.5;0.17;0.2;0.03;0.04;0.04;0.0;0.0;0.0;;0.04;0.04;0.0;0.09;0.0;0.0;0.0;0.07
1;59;8;30;01059008_30_59;2014;8;1;0.0;0.02;0.0;0.0;0.0;0.16;0.02;0.0;0.0;0.0;0.09;0.07;0.02;0.06;;0.23;0.27;0.11;0.0;0.04;0.02;0.01;0.05;0.0
1;59;8;30;01059008_30_59;2014;8;2;0.02;0.01;0.01;0.01;0.05;0.0;0.01;0.02;0.0;0.0;0.0;0.02;0.44;;0.17;0.07;0.0;0.02;0.03;0.02;0.0;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;8;3;0.0;0.0;0.0;0.09;0.0;0.0;0.03;0.02;0.0;0.0;0.19;0.2;;0.28;0.02;0.0;0.0;0.04;0.0;0.02;0.0;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;8;4;0.0;0.02;0.0;0.04;0.02;0.53;0.61;0.08;0.0;0.03;0.42;;0.08;0.11;0.0;0.0;0.02;0.02;0.04;0.0;0.0;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;8;5;0.0;0.0;0.0;0.0;0.0;0.05;0.25;0.15;0.0;0.0;;0.04;0.0;0.0;0.0;0.0;0.17;0.04;0.07;0.02;0.0;0.04;0.0;0.0
1;59;8;30;01059008_30_59;2014;9;25;0.04;0.0;0.0;0.0;0.12;0.16;0.59;0.51;0.3;0.1;0.35;0.14;0.16;0.11;0.08;0.1;0.11;0.2;0.18;0.16;;;0.16;0.07
1;59;8;30;01059008_30_59;2014;9;26;0.04;0.13;0.3;0.25;0.38;0.7;1.02;0.8;0.59;0.53;0.36;0.11;0.06;0.15;0.04;0.06;0.08;0.16;0.07;;;0.02;0.04;0.1
1;59;8;30;01059008_30_59;2014;9;27;0.23;0.18;0.09;0.07;0.1;0.08;0.13;0.02;0.17;0.11;0.07;0.06;0.04;0.17;0.04;0.02;0.0;0.02;;;0.16;0.11;0.06;0.02
1;59;8;30;01059008_30_59;2014;9;28;0.0;0.02;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.3;0.0;0.17;0.76;1.13;0.45;0.33;;;;0.02;0.0;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;9;29;0.0;0.02;0.0;0.0;0.05;0.17;1.21;0.69;0.18;0.19;0.01;0.0;0.09;0.09;0.1;0.32;;;0.06;0.13;0.0;0.0;0.05;0.0
1;59;8;30;01059008_30_59;2014;9;30;0.07;0.0;0.06;0.1;0.0;0.14;0.41;0.1;0.11;0.22;0.15;0.0;0.02;0.1;0.05;;;0.22;0.06;0.1;0.18;0.04;0.04;0.03
1;59;8;30;01059008_30_59;2014;10;1;0.0;0.02;0.06;0.09;0.02;0.02;0.22;0.2;0.08;0.06;0.07;0.08;0.09;0.04;;;0.11;0.14;0.05;0.04;0.02;0.0;0.1;0.2
1;59;8;30;01059008_30_59;2014;10;2;0.42;0.42;0.85;0.45;0.1;0.29;0.36;0.71;0.18;0.13;0.11;0.02;0.04;;;0.22;0.05;0.04;0.02;0.0;0.0;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;10;3;0.06;0.0;0.0;0.1;0.1;0.2;0.2;0.11;0.08;;;0.15;;;0.19;0.33;0.14;0.27;0.24;0.32;0.47;0.5;0.33;0.36
1;59;8;30;01059008_30_59;2014;10;4;0.46;0.27;0.17;0.13;0.24;0.37;1.32;0.74;0.45;0.27;0.33;;;0.19;0.14;0.14;0.1;0.12;0.17;0.2;0.16;0.1;0.21;0.34
1;59;8;30;01059008_30_59;2014;10;5;0.1;0.12;0.25;0.6;0.64;0.29;0.43;0.41;0.21;0.12;;;0.12;0.1;0.1;0.1;0.1;0.16;0.27;0.42;0.47;0.25;0.14;0.1
1;59;8;30;01059008_30_59;2014;10;6;0.13;0.15;0.19;0.25;0.41;1.0;1.32;1.45;1.02;;;0.11;0.1;0.14;0.33;0.1;0.15;0.12;0.12;0.21;0.26;0.17;0.22;0.16
1;59;8;30;01059008_30_59;2014;10;7;0.24;0.12;0.29;0.55;0.38;0.25;0.45;0.39;;;;0.61;;;0.1;0.13;0.32;0.24;0.17;0.1;0.1;0.1;0.14;0.15
1;59;8;30;01059008_30_59;2014;10;8;0.24;0.25;0.16;0.3;0.21;0.17;0.22;0.22;;;;;;0.34;0.1;0.11;0.11;0.1;0.1;0.14;0.17;0.12;0.29;0.35
1;59;8;30;01059008_30_59;2014;10;9;0.15;0.1;0.1;0.12;0.1;0.1;0.1;0.11;0.16;0.11;0.16;;0.34;0.15;0.1;0.13;0.32;0.31;0.3;0.23;0.22;0.17;0.17;0.17
1;59;8;30;01059008_30_59;2014;10;10;0.17;0.17;0.15;0.21;0.47;0.47;0.54;0.67;1.12;0.95;;0.75;0.55;0.27;0.1;0.15;0.38;0.49;0.46;0.31;0.34;0.34;0.17;0.17
1;59;8;30;01059008_30_59;2014;10;11;0.17;0.17;0.17;0.17;0.21;0.28;0.53;0.29;0.35;;0.69;0.45;0.27;0.15;0.17;0.16;0.18;0.6;1.02;0.3;0.29;0.4;0.22;0.1
1;59;8;30;01059008_30_59;2014;10;12;0.1;0.1;0.11;0.15;0.1;0.1;0.2;0.1;;0.3;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.13;0.58;0.42;0.27;0.17;0.17;0.11
1;59;8;30;01059008_30_59;2014;10;13;0.14;0.17;0.2;0.17;0.36;0.59;0.32;;0.53;0.27;0.23;0.23;0.2;0.17;0.13;0.13;0.17;0.18;0.55;0.46;0.18;0.16;0.19;0.19
1;59;8;30;01059008_30_59;2014;10;14;0.16;0.17;0.15;0.17;0.22;0.38;;1.18;0.75;;0.28;0.53;0.16;0.13;0.13;0.14;0.76;0.27;0.38;0.47;0.58;0.26;0.17;0.11
1;59;8;30;01059008_30_59;2014;10;15;0.1;0.1;0.1;0.1;0.1;;0.34;0.2;0.17;0.17;0.23;0.26;0.17;0.16;0.15;0.14;0.2;0.2;0.31;0.26;0.28;0.34;0.39;0.11
1;59;8;30;01059008_30_59;2014;10;16;0.1;0.1;0.1;0.1;;0.36;0.32;0.65;0.28;0.35;0.29;0.13;0.1;0.12;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.13;0.14;0.1
1;59;8;30;01059008_30_59;2014;10;17;0.15;0.1;0.12;;0.24;0.1;0.15;0.13;0.26;0.13;0.1;0.1;0.11;0.15;0.12;0.12;0.13;0.36;0.51;0.3;0.22;0.21;0.52;0.42
1;59;8;30;01059008_30_59;2014;10;20;;0.49;0.31;0.52;0.51;0.78;4.16;4.35;2.21;0.35;0.23;0.21;0.31;0.27;0.28;0.45;0.36;0.4;1.0;0.61;0.83;0.63;0.53;
1;59;8;30;01059008_30_59;2014;10;21;0.71;0.88;1.57;1.26;1.35;1.52;1.94;2.58;2.0;1.85;1.92;0.92;0.38;0.23;0.23;0.65;0.57;1.0;0.31;0.28;0.25;0.17;;0.26
1;59;8;30;01059008_30_59;2014;10;22;0.1;0.1;0.1;0.1;0.12;0.13;0.2;0.28;0.19;0.19;0.19;0.18;0.24;0.29;0.2;0.3;0.4;0.56;0.62;0.5;0.34;;0.55;0.43
1;59;8;30;01059008_30_59;2014;10;23;0.6;0.68;0.37;0.46;0.54;0.74;1.7;1.51;1.8;2.36;1.79;1.65;1.52;0.98;0.83;1.05;0.66;1.03;2.26;1.33;;1.12;0.86;1.08
1;59;8;30;01059008_30_59;2014;10;24;1.33;2.09;1.12;1.08;1.06;1.11;2.21;2.41;2.73;2.53;1.88;1.4;0.68;0.91;0.84;0.51;0.93;0.54;0.49;;0.96;0.82;0.73;0.91
1;59;8;30;01059008_30_59;2014;10;25;1.2;0.84;0.77;0.76;1.03;0.84;1.65;1.39;1.6;1.41;1.12;1.01;0.91;0.6;0.3;0.23;0.44;0.54;;0.68;0.93;0.94;1.19;1.02
1;59;8;30;01059008_30_59;2014;10;26;0.74;0.73;0.67;0.42;0.51;0.59;0.5;0.53;0.61;0.87;0.84;0.71;0.57;0.36;0.29;0.24;0.6;;1.09;1.13;1.15;1.95;1.83;1.24
1;59;8;30;01059008_30_59;2014;10;27;0.85;0.44;0.58;0.6;0.74;0.89;0.92;2.37;2.84;1.55;0.65;0.55;0.38;0.26;0.2;0.21;;0.52;0.37;0.81;0.88;1.28;0.64;0.32
1;59;8;30;01059008_30_59;2014;10;28;0.39;0.31;0.31;0.46;0.53;0.97;1.36;1.87;3.06;2.2;;0.32;0.24;0.17;0.26;;0.44;0.3;0.43;1.29;1.79;2.15;1.9;1.29
1;59;8;30;01059008_30_59;2014;10;29;1.02;1.36;0.99;0.49;0.59;1.16;1.46;3.65;2.33;1.29;0.75;0.48;0.35;0.26;;0.43;0.85;1.44;0.95;1.25;2.25;1.92;1.48;1.25
1;59;8;30;01059008_30_59;2014;10;30;0.8;0.88;0.77;0.64;0.76;0.71;0.32;0.6;0.47;0.38;0.27;0.25;0.27;;0.52;0.28;0.34;0.42;0.4;0.67;1.35;1.76;2.14;1.49
1;59;8;30;01059008_30_59;2014;10;31;0.87;1.16;0.87;0.46;0.52;1.22;2.02;5.55;3.34;2.39;0.85;0.63;;0.56;0.33;0.28;0.28;0.34;0.36;0.27;0.27;0.3;0.27;0.28
1;59;8;30;01059008_30_59;2014;11;1;0.4;0.3;0.42;0.73;0.53;0.37;0.93;0.7;0.55;0.77;0.7;;0.43;0.27;0.28;0.28;0.24;0.31;0.37;0.7;0.55;0.68;0.44;0.44
1;59;8;30;01059008_30_59;2014;11;2;0.57;0.43;0.34;0.31;0.3;0.32;0.29;0.32;0.27;0.26;;0.45;0.21;0.17;0.16;0.13;0.17;0.26;0.3;0.41;0.42;0.71;0.9;0.83
1;59;8;30;01059008_30_59;2014;11;3;0.41;0.45;0.51;0.27;0.14;0.1;0.1;0.15;0.13;;0.38;0.14;0.2;0.13;0.1;0.1;0.1;0.13;0.3;0.18;0.45;0.34;0.14;0.14
1;59;8;30;01059008_30_59;2014;11;4;0.11;0.14;0.11;0.14;0.17;0.16;0.14;0.27;;0.45;0.17;0.17;0.2;0.17;0.17;0.21;0.26;0.17;0.17;0.17;0.17;0.17;0.15;0.11
1;59;8;30;01059008_30_59;2014;11;5;0.1;0.1;0.14;0.1;0.1;0.16;0.21;;0.49;0.21;0.22;0.17;0.2;0.17;0.21;0.21;0.2;0.21;0.27;0.21;0.17;0.23;0.19;0.17
1;59;8;30;01059008_30_59;2014;11;6;0.17;0.17;0.2;0.17;0.17;0.25;;0.58;0.81;0.52;0.35;0.77;0.36;0.17;0.2;0.15;0.17;0.22;0.17;0.2;0.2;0.17;0.17;0.17
1;59;8;30;01059008_30_59;2014;11;7;0.14;0.15;0.12;0.1;0.1;;0.35;0.29;0.49;0.19;0.33;0.51;0.32;0.3;0.35;0.34;0.4;0.73;0.89;0.91;1.69;1.3;0.92;1.02
1;59;8;30;01059008_30_59;2014;11;8;1.09;0.71;0.67;0.57;;1.14;1.12;0.85;0.59;0.25;0.26;0.2;0.16;0.19;0.21;0.17;0.17;0.41;1.09;0.35;0.34;0.35;0.19;0.16
1;59;8;30;01059008_30_59;2014;11;9;0.14;0.15;0.15;;0.37;0.17;0.2;0.19;0.32;0.3;0.17;0.17;0.17;0.17;0.15;0.21;0.27;0.17;0.2;0.38;0.58;0.45;0.45;0.53
1;59;8;30;01059008_30_59;2014;11;10;0.69;0.61;;0.8;0.54;0.48;0.55;0.79;2.23;2.23;1.53;0.29;0.19;0.21;0.19;0.17;0.18;0.28;0.44;0.53;0.36;0.26;0.17;0.17
1;59;8;30;01059008_30_59;2014;11;11;0.17;;0.48;0.31;0.26;0.29;0.17;0.45;0.44;0.34;0.27;0.26;0.25;0.22;0.25;0.17;0.26;0.27;0.41;0.46;0.24;0.17;0.17;0.17
1;59;8;30;01059008_30_59;2014;11;12;;0.34;0.17;0.15;0.15;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.14;0.2;0.22;0.52;0.44;0.25;0.21;0.17;
1;59;8;30;01059008_30_59;2014;11;13;0.33;0.17;0.15;0.15;0.16;0.24;0.16;0.48;0.51;0.4;0.27;0.27;0.29;0.22;0.33;0.27;0.3;0.27;0.29;0.37;0.19;0.17;;0.4
1;59;8;30;01059008_30_59;2014;11;14;0.15;0.1;0.1;0.1;0.1;0.17;0.33;0.23;0.17;0.17;;;0.32;0.19;0.17;0.17;0.17;0.24;0.64;0.27;0.22;;0.33;0.17
1;59;8;30;01059008_30_59;2014;11;15;0.14;0.17;0.13;0.13;0.15;0.12;0.1;0.14;0.17;0.17;0.15;0.17;0.17;0.17;0.14;0.15;0.17;0.17;0.17;0.15;;0.39;0.17;0.15
1;59;8;30;01059008_30_59;2014;11;16;0.17;0.17;0.17;0.15;0.15;0.14;0.11;0.15;0.65;0.4;0.17;0.18;0.21;0.18;0.24;0.17;0.15;0.17;0.17;;0.57;0.28;0.17;0.16
1;59;8;30;01059008_30_59;2014;11;17;0.12;0.12;0.12;0.12;0.14;0.14;0.14;0.17;0.22;0.17;0.17;0.15;0.18;0.24;0.28;0.19;0.3;0.73;;0.76;0.29;0.25;0.27;0.38
1;59;8;30;01059008_30_59;2014;11;18;0.71;0.3;0.56;0.68;1.61;1.62;0.7;1.78;2.06;1.59;0.54;0.24;0.2;0.18;0.17;0.17;0.3;;0.54;0.37;0.31;0.27;0.24;0.17
1;59;8;30;01059008_30_59;2014;11;19;0.17;0.17;0.17;0.15;0.23;0.43;0.73;2.19;2.42;1.36;1.15;0.55;1.05;0.85;0.33;0.47;;0.7;0.64;1.52;1.66;1.52;1.46;0.61
1;59;8;30;01059008_30_59;2014;11;20;0.61;0.36;0.31;0.31;0.34;0.51;0.89;1.27;1.75;2.86;0.89;0.61;0.43;0.31;0.31;;0.8;0.79;1.13;1.81;1.53;1.54;1.39;1.28
1;59;8;30;01059008_30_59;2014;11;21;0.92;0.61;0.56;0.51;0.49;0.68;0.68;2.11;1.94;1.34;0.83;0.42;0.44;0.29;;0.51;0.27;0.5;0.68;1.06;1.32;1.52;1.28;1.13
1;59;8;30;01059008_30_59;2014;11;22;0.7;0.79;0.43;0.51;0.59;0.57;0.71;0.54;0.62;0.91;0.53;0.45;0.39;;0.54;0.29;0.31;1.06;1.64;0.95;0.67;0.92;0.69;0.94
